name,mean,std,amin,amax
TrustSwap,17209005.565445025,977955.5671447839,15814591,19137784
UCA Coin,11430356.006410256,1290254.8904641354,8456849,13640835
UMA,373569001.1631579,10353474.526976995,356398517,396554651
UNI COIN,29895447.743455496,4155.256226461182,29883741,29904621
UNUS SED LEO,1258408243.731579,4627745.392068315,1247557748,1266928193
USD Coin,2928374579.542105,6972620.600069361,2913044809,2936585198
USDJ,11380679.473958334,64790.86666533498,11302218,11495496
USDK,28425186.518324606,46271.01673661723,28322481,28522525
Ultiledger,28940355.157068063,506901.41739649035,27753003,30052184
Ultra,25085276.713541668,411711.10755023215,24192027,25881389
Unibright,48182941.041666664,809094.1014098744,46263172,50721104
Uniswap,476037627.6894737,22107367.57975409,442647794,517970314
Unobtanium,15511133.643979058,153954.40049955584,15287545,15840538
Uquid Coin,64537757.401041664,2220163.2318050987,60250286,65954699
Utrust,41016026.619791664,2405563.9221260417,36752392,49534415
VIDT Datalink,17160277.82722513,708922.8822022491,15986986,18509823
VNX Exchange,9260439.839285715,138923.59942065954,8946008,9451421
VeChain,644912849.8736842,21721609.401040364,592923869,687137781
VeThor Token,19341349.293193717,967852.5292269133,17669216,21262843
Velas,82461779.3,1196436.1374065732,75361511,84076207
Venus,10422068.195767196,764147.4442623465,9225792,11770738
Verge,66181448.135416664,2160405.5142969415,63131042,72236361
Vertcoin,11384422.078125,403735.30673279945,10791246,13112586
VerusCoin,20950436.816753928,699053.7439897984,19056588,22055857
VestChain,75030184.08900523,22784988.847687934,47783831,111584493
Vitae,120247537.43979058,7096766.140120675,91563259,131133280
Voyager Token,32819254.863874346,829915.0344753528,31288443,34305346
WAX,45631800.953125,1604918.4067025927,43341992,48101141
WINk,29189142.40625,1354619.2600278324,27497537,34935633
WOM Protocol,19959551.39790576,706255.6996844406,17121518,21229399
Waltonchain,18025869.558558557,336345.9293031754,17445925,18699439
Wanchain,39127732.619791664,2348254.566013702,36498345,47584737
Waves,326389836.84210527,4968426.391140442,316910460,337584017
WaykiChain,30952563.958333332,1041195.5179776703,29067848,32676199
WazirX,16969857.989528798,841953.7834232337,15726511,18351266
WhiteCoin,71982325.7382199,627169.7652210986,70039472,73132230
Wirex Token,27015271.213541668,338728.430786201,26303806,27668318
Wixlar,13838361.885416666,337861.80953660223,13201285,14409487
Wrapped BNB,60321715.88481675,3991920.3284314964,53867205,66674565
Wrapped Bitcoin,1598835683.694737,19398475.670634437,1564697957,1656932372
XRP,10723363079.773684,150911098.75469735,10382498701,11029296460
XeniosCoin,34535603.45026178,219925.5828964965,34103883,34961654
Xensor,16559094.434554974,381447.4258031598,15621951,19511770
XinFin Network,74221709.92146596,2569003.8939231397,70118183,79766031
YAM v1,15922661.044642856,1886212.1904425852,14734649,19929843
YEP COIN,11863998.682291666,145825.33982438841,11550042,12223304
YF Link,19367789.492146596,454574.715254205,18508432,20869492
YFDAI.FINANCE,17728259.78010471,1432639.631190204,13645881,20188237
YFValue,11782301.010416666,508671.8163579752,10698530,12292055
YUSRA,55979998.47643979,549003.8684402364,54858499,57124297
ZB Token,116688610.54736842,1395326.8856120526,113880350,118991986
ZBG Token,13488165.765625,176223.35808185744,13169541,13834305
Zap,11429020.3125,388398.98880616314,10840847,13173327
Zcash,570306659.2473685,21988448.9404841,539893958,612397660
Zcoin,33309903.213541668,1661907.431129926,31174904,36802185
Zelwin,298427034.47120416,20010092.917483576,253975274,317169636
Zenon,13072831.411458334,364668.94016074546,12438048,14165535
Zilliqa,183557807.5894737,4031225.6082079643,176443081,191153915
Zynecoin,19716743.989528798,484663.35360651795,14738874,20673074
aelf,43845885.036458336,1550074.7199442254,41422232,46214027
apM Coin,20339568.916230366,1477887.4286211908,17848781,23013835
bZx Protocol,15156885.570680628,684511.8323761887,13965226,16491883
botXcoin,157613714.21989527,3878121.6234893915,141690299,160701950
cVault.finance,34084772.7486911,1529102.909398991,31306792,41996336
iExec RLC,58818322.333333336,1907239.8341747643,55767443,62569635
mStable USD,41043360.712041885,177470.7878224813,40451799,41433807
pNetwork,9337394.0,103930.13238950541,9196549,9496521
renBTC,295905746.7329843,5531885.098749855,278580303,303894019
sUSD,22618376.208333332,19948.550276773854,22592128,22653624
v.systems,31018579.0,1170132.751390938,29084754,32663377
xDai,29053749.390625,1552704.5427109574,26918154,32265580
yearn.finance,304376835.57894737,16039262.933501905,280911610,334951381
yieldfarming.insure,11710717.747191012,239828.1185358561,11324791,12220982
