name,mean,std,amin,amax
Balancer,29364118.286458332,2543843.6284158253,22520852,33627806
Bancor,34683664.572916664,4070628.8832232747,26062023,40325333
Band Protocol,54052103.8,2041822.1495281649,49557704,58247856
Bankera,27887.104712041884,4450.621103849474,18056,41390
Basic Attention Token,203841021.98947367,24613149.82964291,154054883,236102591
Basid Coin,2146420.7905759164,1101522.2851820292,921179,5302795
Beam,9088177.345549738,4966958.438194951,3479632,19089715
Beldex,673179.1832460733,77881.13452193762,559163,783888
Bella Protocol,1840874.96875,129561.02879188501,1638736,2090362
Beowulf,23817.549738219896,13965.111374097023,1277,45064
BigONE Token,2731825.12565445,149326.5303500138,2492253,3084663
Binance Coin,413290625.9052632,39860243.51353981,334459619,477418360
Binance USD,549107845.6947368,116164009.3756719,328571861,698648312
Bit-Z Token,2892378.546875,68313.6906796906,2769336,3006857
BitKan,679235.53125,39487.434567486525,492039,737549
BitMax Token,2595230.1413612566,591423.0791189262,618317,3288902
BitShares,7746004.3125,4712161.747148235,2986935,13973777
BitTorrent,49570135.06842105,7338239.42653109,37290622,59134028
Bitball Treasure,56284.32984293194,50674.43174745498,37,111121
Bitbook Gambling,15319.732984293194,2287.750482555438,10360,20182
Bitcoin,28981963284.821053,2262747512.0286145,23905756579,32577011225
Bitcoin BEP2,467697.5416666667,28964.092694779254,428052,520231
Bitcoin Cash,2466470443.663158,371968120.0824052,1776701124,2962565710
Bitcoin Diamond,945217.9,367474.4576599319,527043,1861661
Bitcoin Gold,4121082.3789473684,171699.5156496405,3414620,4486667
Bitcoin SV,719246676.8526316,95979712.51521434,584943919,861095660
BitcoinHD,6370715.385416667,3421952.8672205824,364340,11087392
BitcoinPoS,841116.387434555,90526.8547513106,711402,1125262
Blocknet,17532.22857142857,5511.391839185633,6238,22191
Blockstack,367515.16842105263,118111.46493796271,132309,656056
Bloomzed Loyalty Club Ticket,9554.507853403142,760.9345768206103,8755,11768
Bluzelle,1610366.5025906735,171940.38848755503,1346615,1862431
Bonorum,374.78010471204186,6.099510074331648,362,387
