name,mean,std,amin,amax
PARSIQ,355402.5104166667,117987.23410140793,217077.0,570381.0
PAX Gold,1600867.9739583333,265119.96741193807,906884.0,2016168.0
PCHAIN,20578.377083333333,13983.985082867828,2476.02,52175.0
PEAKDEFI,189301.04166666666,64912.305599470834,30166.0,371038.0
PIVX,218210.0625,51565.574805404656,125201.0,296618.0
PancakeSwap,2773856.4479166665,1773467.96485127,930854.0,6835782.0
Particl,8098.701014492752,1827.3440000836197,6000.13,12094.45
Paxos Standard,124359173.84375,7284780.716829812,112758872.0,135144444.0
Peercoin,29324.980052083334,5358.936779131203,9974.17,38959.0
Perpetual Protocol,754730.3697916666,98600.12090316664,566539.0,881607.0
Phala Network,6641332.552083333,722407.9972717027,5289910.0,7522147.0
Phantasma,177667.69270833334,36984.61988072653,111707.0,231108.0
Pickle Finance,2943153.8697916665,683172.3320326433,1655087.0,3933974.0
Pirate Chain,60006.041666666664,6355.0590111268075,49719.0,76097.0
PlatonCoin,329297.87166666664,85076.29048959489,14199.42,427392.0
Pluton,342048.1564583333,361959.82092035,6989.11,784345.0
Polis,5289.246093750001,1611.9249438192378,1499.36,7583.09
Polkadot,118794781.84375,24385178.30216644,71975151.0,161544829.0
Polymath Network,2654422.3385416665,117262.58240401167,2453107.0,2857753.0
Populous,1440774.75,403418.0892618548,935934.0,2218381.0
Power Ledger,695420.0052083334,33287.29280282979,639457.0,763445.0
PowerPool Concentrated Voting Power,4210769.083333333,465700.3286428581,2373020.0,5612615.0
Presearch,129917.765625,11786.183074614997,85447.0,160432.0
Prometeus,179480.74479166666,54104.14179384664,98152.0,267263.0
Propy,106023.61240310078,13468.39200992345,82765.0,154188.0
ProximaX,125464.46875,53718.20310837599,89954.0,228583.0
PumaPay,96000.01664835168,143899.90598005275,306.15,352598.0
Pundi X,748100.734375,95349.71001038872,553579.0,933113.0
QASH,1050892.578125,62607.71852741885,899630.0,1146218.0
Qtum,150603741.47916666,15536935.484493533,120894141.0,169750795.0
Quant,5743596.317708333,1603468.8722009368,3074848.0,9688409.0
Quantstamp,95629.86979166667,12883.299710196441,72170.0,124262.0
Quantum Resistant Ledger,4389.8466145833345,1520.238591060024,447.92,7212.72
QuarkChain,1153868.4427083333,201670.4605161931,970659.0,1701663.0
QunQun,629537.7142857143,18155.438686651483,599781.0,644894.0
REN,34036348.802083336,2278066.5352716395,30040755.0,38980508.0
RIF Token,428730.0520833333,12949.1946321117,351720.0,451102.0
Raiden Network Token,632144.9010416666,340954.4003889863,63514.0,953203.0
Ravencoin,4603232.604166667,1329557.790063168,2761597.0,8485702.0
RedFOX Labs,93360.234375,16621.645548361223,50158.0,119564.0
Reddcoin,19412.93557291666,4039.2360993250672,9631.33,28901.0
Refereum,1484300.6642168676,573221.1630525782,438.37,2268645.0
Request,129402.58333333333,15226.618745206286,93924.0,156591.0
Reserve Rights Token,73506067.05729167,10368528.773198016,57560682.0,88909294.0
Revain,393332.8802083333,12137.656934728237,369124.0,418041.0
RioDeFi,9042691.189473685,2666185.289889135,4165595.0,12897057.0
Ripio Credit Network,347690.7708333333,150197.34861561935,171195.0,559416.0
Robotina,152.46502916666668,359.44926971919284,0.07803500000000001,1040.93
Rocket Pool,1044924.734375,109796.0571902321,865078.0,1212325.0
Roobee,688657.7840909091,36759.51638471199,602435.0,763866.0
SAFE2,534790.6197916666,91411.62275474434,337295.0,698894.0
SALT,17846.35609374999,1586.0600645162378,15323.84,21207.0
SAND,2619104.5208333335,527997.2547179834,1948320.0,3707702.0
SERO,3574923.015625,85756.61849917674,3351536.0,3753398.0
SOLVE,210089.71354166666,44836.56495576676,128045.0,296684.0
STASIS EURO,774807.7083333334,68157.88287166785,631243.0,894847.0
STP Network,1331822.171875,205016.59918394248,887800.0,1649589.0
SUKU,1324.6596875000007,763.8949387042123,379.5,2539.14
SWAG Finance,179500.82291666666,33276.123985326216,73145.0,222988.0
SWFT Blockchain,2885659.4427083335,166343.58270592138,2573652.0,3158572.0
Safe Haven,244860.75520833334,43573.14075078139,172374.0,301160.0
Sai,1959.9947395833324,1757.7918823508578,139.35,4910.64
Santiment Network Token,1625.6851841874989,711.5317044943735,0.835052,3427.79
Sapien,769.406086956522,299.80356240857355,0.0,887.01
Secret,404707.9166666667,749810.3064226417,49984.0,2740738.0
SelfKey,1124735.640625,162463.0709421013,721100.0,1329886.0
Sense,394.5694285714287,198.27758524711905,45.43,533.7
Sentinel Protocol,207111.14583333334,108029.03724219708,58935.0,404111.0
Sentivate,442765.6666666667,95406.10689649198,287227.0,574938.0
Serum,15809961.505208334,1365653.0592444057,13089935.0,17924605.0
ShareToken,4294898.0625,280824.3029296861,3741918.0,4924010.0
Siacoin,2272749.3802083335,416003.22454691445,1364844.0,2883046.0
SingularityNET,512494.890625,46518.43365968246,422383.0,587929.0
Sirin Labs Token,320900.6458333333,31329.79004328999,253757.0,386239.0
Skycoin,163613.859375,45607.3965828339,129294.0,364468.0
SmartCash,107419.65625,53996.922736699074,30274.0,175865.0
SmartMesh,178933.98780487804,35326.84385880718,135586.0,238833.0
Solana,6568003.895833333,597145.6721080999,5498354.0,8007671.0
Sora,1295750.28125,166708.96250254347,819942.0,1692479.0
